Video Show,Show year,Location,Key Execs,Key Board Members,Key Advisory Board Members,Key Investors,Key Partnerships,Key Customers,Company Details,Company Profile,Url,Logo,Embed Code,Thumbnail
Yodlee,2014,New York,"Anil Arora (President & CEO), Mike Armsby (CFO), Joe Polverari (Chief Strategy & Development Officer), Bill Parsons (Chief Customer Officer), Eric Connors (SVP Products), David Lee (CMO), Tim O’Brien (SVP Operations & Information Security), Tom Hempel (SVP Engineering), Arun Anur (SVP Professional Services), Arjun Singh (Managing Director, India)","Anil Arora (Yodlee), Gayle Crowell (Warburg Pincus), Pat Hackett (Warburg Pincus), Bill Harris (Personal Capital), Dennis Phelps (Institutional Venture Partners), Bruce Felt (Former CFO, Auction.com & SuccessFactors)",,"Accel Partners, Institutional Venture Partners, Warburg Pincus","ACI, Andera, FIS, First Data, Q2, Central1, MoneyGuidePro, Xignite","Yodlee powers services for 750+ companies, including top global financial institutions and leading Internet services companies, large and small.","<strong>Website: </strong><a href=""http://yodlee.com"" target=""_blank"">yodlee.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/Yodlee"" target=""_blank"">@Yodlee</a><br>
                      <br>
                               <strong> HQ: </strong>Redwood City, CA<br>
                               <strong>Founded: </strong>February 1999 <br>
                               <strong>Product Demoed: </strong>APInnovation<br>
                               <strong>Product Launch: </strong>September 2014 <br>
                               <strong>Metrics: </strong>Yodlee  is a global financial technology leader with 750+ customers, 64 US patents,  millions of users, and more than 900 employees worldwide. From leading  financial institutions to Fortune 500 Internet companies to the coolest  startups, Yodlee powers the services shaping today’s digital customer  experiences.<strong><br>
Presenters: </strong>John Bird (Product Marketing, Yodlee),
Jon Petz (Product Evangelist, Yodlee),<br>
Avi Lele (CEO, Stockpile)","                    <strong>How they describe themselves: </strong>The Yodlee Financial Cloud powers  dynamic innovation for digital financial services. Leveraging comprehensive and  unique transactional data, the Yodlee Platform transforms customer interactions  through app-driven solutions - like digital money management (DMM), money  movement, wealth and risk management, APIs and more. Yodlee solutions speed  financial innovation, improve digital experiences, and deepen customer  engagement.                    <p><strong>How they describe their product/innovation:</strong> Application  Programming Interfaces (APIs)  are the rage, but if you’re a financial institution - or a company with  complicated systems and data connections - then taking advantage of APIs can be  daunting or even impossible. Yodlee is changing that with a single API and  customized developer portal, built for each customer, and exposable to  developers in a secure and compliant way. With the data, the API, and the tools  to build and create, financial institutions are free to innovate with speed and  agility. For example, enabling consumers to “invest their change” in stocks – a  cool new idea, and a big win for institutions AND consumers.</p>",http://www.finovate.com/fall14vid/yodlee.html,http://www.finovate.com/fall14vid/logos/Yodlee.jpg,http://embed.wistia.com/deliveries/9c6d0797c5b475a5dacfaecdf72fb59a2b93d8e7.jpg,http://embed.wistia.com/deliveries/961047e4938e581b7c777986dcd8a6602d0d1635.jpg,http://embed.wistia.com/deliveries/7b19dccf8c1c63bf5c9dd968517b8a170fffa43f.jpg
PayItSimple USA Inc.,2014,New York,"Gil Don (CEO & Co-Founder), Alon Feit (CFO & Co-Founder)","Gil Don (CEO & Co-Founder), Alon Feit (CFO & Co-Founder), Joseph Kriegsfield (Director)","Yehoshua Abramovich (Advisory Board Chairman), Yuval Tal (Advisory Board Member)",Private Angel Investor,Card Connect,,"<strong>Website: </strong><a href=""http://payitsimple.com"" target=""_blank"">payitsimple.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/payitsimple"" target=""_blank"">@payitsimple</a><br>
                      <br>
                               <strong> HQ: </strong>New York, NY<br>
                               <strong>Founded: </strong>August 2013<br>
                               <strong>Product Demoed: </strong>PayItSimple<br>
                               <strong>Product Launch: </strong>June 2014<br>
                               <strong>Metrics: </strong>12 employees,  $4.3M raised to date from private seed investors<br>
                               <strong>Presenters: </strong>Alon Feit (CFO &amp; Co-Founder),
                               Stacy Fassberg (VP, Marketing)","                    <strong>How they describe themselves: </strong>PayItSimple has  developed patent protected technology (US 8290864 B2 &amp; US 8706624 B2) that  allows customers, at the point of purchase, to immediately choose to spread  their credit card charge over a number of INTEREST FREE installments, while  still providing the merchant with the same level of payment security as with  any credit card transaction.                     <p>There are a number of alternative services available to consumers  (e.g. revolving credit facilities by credit card companies or via companies  like BillMeLater, close loop retailer cards, GE money etc.), however all charge  the cardholder high interest rates WITHOUT the convenience and simplicity of  choosing interest-free installment payments using existing credit cards.</p>                    <p><strong>How they describe their product/innovation:</strong> PayItSimple  enables shoppers to divide the total cost of their purchases charged on  their <u>existing</u> credit card across as many months as they choose and  the merchant offers. Customers do not incur any fees or interest charges. There  is no need to complete a credit application or qualify for a new credit line.  There is no fine print or hidden costs. </p>",http://www.finovate.com/fall14vid/payitsimple.html,http://www.finovate.com/fall14vid/logos/PayItSimple.jpg,
MoneyDesktop/MX,2014,New York,,,,,,,"<strong>Presenters: </strong>Ryan Caldwell (CEO &amp;   Founder), Matt West   (Account Executive)","<p><span class=""title"">Video Download</span>To View this Video in a New Window: Left-click on either link below.                    </p><p>To Download: Right-click on the appropriate link below and select ""Save Target   As..."" or ""Save Link As...""</p>                    <p><img src=""images/download-bullet.gif"" width=""14"" height=""14"" hspace=""10"" align=""absmiddle""><a href=""http://finovate.com/fall14vid/videos/Moneydesktop.mov"" target=""_blank"">HD version of this video</a></p>                    <p><img src=""images/download-bullet.gif"" width=""14"" height=""14"" hspace=""10"" align=""absmiddle""><a href=""http://finovate.com/fall14vid/videos/lowres/Moneydesktop.mov"" target=""_blank"">Non-HD smaller version for slower connections</a></p>                    <p>To Embed: Copy and paste the codes below.</p>                    <p><textarea name=""code"" id=""code"" style=""width: 99%; height: 48px; margin: 0px; padding: 3px;"" readonly onfocus=""document.getElementById('code').select();""><script type=""text/javascript"" src=""http://finovate.com/player/?width=960&amp;height=540&amp;video=%2Ffall14vid%2Fvideos%2FMoneydesktop.mov""></script><noscript>The video cannot be loaded as your browser does not support JavaScript. Please use the download links below.</noscript></textarea></p>",http://www.finovate.com/fall14vid/moneydesktop.html,http://www.finovate.com/fall14vid/logos/MoneyDesktop.jpg,
mCASH,2014,New York,"Daniel Døderlein (CEO & Founder), Anders Bakke (COO), Thomas Carlsen (Co-Founder & Head of Legal), Lars Stene (CCO), Joachim Krüger (CTO), Bjørn Skyberg (CFO)","Ashley Head (Founder, Datacash) Torleif Ahlsand (Northzone Ventures), Harald Andersen (Founder, Point Transaction Systems), Kjell Hole (Professor, University of Bergen)",,"Northzone Ventures, Entreé Capital","Point, Google, BN Bank, POS, E-Commerce providers covering 85% of the Norwegian market","Burger King, Starbucks, TGI Fridays, Bunnpris, Deli De Luca, Europark","<strong>Website: </strong><a href=""http://mca.sh"" target=""_blank"">mca.sh</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/PaywithmCASH"" target=""_blank"">@PaywithmCASH</a><br>
                      <br>
                               <strong> HQ: </strong> Oslo,  Norway <br>
                               <strong>Founded: </strong>January 2010<br>
                               <strong>Product Demoed: </strong>mCASH<br>
                               <strong>Product Launch: </strong>March 2014<br>
                               <strong>Metrics: </strong>Operating under a EU E-money license,  $9.5M in funding (seed/series A), 25 employees, several high profile customers  and partners<br>
                               <strong>Presenters: </strong>Daniel Døderlein (CEO &amp; Founder),
                               Anders Nicolai Bakke (COO)","                    <strong>How they describe themselves: </strong>mCASH  enables you to pay and get paid easily using your mobile phone. On the back end,  we are directly connected to bank  infrastructure, and credit and debit card systems, transacting in real time,  creating a link between the old and the new payment systems. Our transaction  engine is run on Google’s Cloud Platform, enabling us to handle the complex  transaction and settlement processing from users, merchants, and different bank  accounts. Contrary to the hype around big data, we focus on small data, your  data, shared with your active consent to enable connection between you and merchants  based on context and location.                    <p><strong>How they describe their product/innovation:</strong> We offer real-time, person-to-person transactions  with your mobile phone number as the destination address and a funding source  of your choice. You can charge your bank account, debit or credit card,  pre-paid balance, or a line of credit. Furthermore, mCASH enables merchants to  accept payments in any channel using the hardware they already have, including  mobile merchants using a smartphone.</p>                    <p>The underlying payments engine, running  on Google App Engine, is the core of mCASH. The payments engine handles several  thousand transactions per minute, advanced fraud and AML prevention, complex  transaction processing, and ensures API based secure and real-time communication  between FIs, off and online merchants, and end users.</p>",http://www.finovate.com/fall14vid/mcash.html,http://www.finovate.com/fall14vid/logos/mCASH.jpg,
Fiserv,2014,New York,"Jeffery Yabuki (CEO, President & Director), Thomas Hirsch (CFO, EVP & Treasurer), Mark Ernst (COO & EVP), Rahul Gupta (EVP & Group President Digital Solutions), Lynn McCreary (EVP General Counsel), Shawn Donovan (EVP & CSO), Kevin Gregoire (Group President Financial Institutions), Kevin Pennington (EVP HR), Clifford Skelton (Group President Enterprise Technology), Steve Tait (EVP & Group President International), Byron Vielehr (Group President Depository Institution Services)","Jeffery Yabuki (CEO, President & Director), Christopher Flink (Director), Donald Dillon (Chairman), Daniel Kearney (Director), Dennis Lynch (Director), Denis O’Leary (Director), Glenn Renwick (Director), Kim Robak (Director), Doyle Simons (Director), Thomas Wertheimer (Director)",,,,,"<strong>Website: </strong><a href=""http://fiserv.com"" target=""_blank"">fiserv.com</a><br>
                  <strong>Blog: </strong><a href=""http://fiserv.com/the-point.htm"" target=""_blank"">fiserv.com/the-point.htm</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/Fiserv"" target=""_blank"">@Fiserv</a><br>
                      <br>
                               <strong> HQ: </strong> Brookfield, WI<br>
                               <strong>Founded: </strong>July 1984<br>
                               <strong>Product Demoed: </strong>Mobiliti™ <br>
                               <strong>Product Launch: </strong>September  2014<br>
                      <strong>Metrics: </strong>$4.81B revenue in 2013, 21,000 associates  worldwide, 14,500 financial institutions and business clients worldwide<br>
                      <strong>Presenters: </strong>Andy Barnett (Sr. Technical Sales Consultant),
                      Mimi Joy (Mobile Account Specialist),<br>
                      David Carr (Innovations Manager)","                    <strong>How they describe themselves: </strong>Fiserv (NASDAQ: FISV) is a  leading global provider of information management and electronic commerce  systems for the financial services industry, providing integrated technology  and services that create value and results for our clients. Fiserv drives  innovations that transform experiences for more than 14,500 clients worldwide.                    <p><strong>How they describe their product/innovation:</strong> Fiserv is demonstrating what next  generation customer-to-bank interactions will look like, particularly in a  mobile-first world. The ‘App of the Future’ innovation based on the Mobiliti™  platform assembles three distinct consumer interaction methods – Live Chat,  Secure Mailbox &amp; Messaging,  and  Click-to-Call – and makes them contextual (i.e. providing context information  to the representative of the bank as part of the interaction). All inside the  mobile banking application.</p>                    <p>This innovation has a number of  benefits to consumers and financial institutions, including: increased  efficiencies of interactions, more secure than various existing authentication  methods, and portrays the banks’ brand as helpful, modern, and compelling.</p>",http://www.finovate.com/fall14vid/fiserv.html,http://www.finovate.com/fall14vid/logos/Fiserv.jpg,http://embed.wistia.com/deliveries/5e69cb30d9de060a4d6f0ce2dd1b47fd7c2910a3.jpg,http://embed.wistia.com/deliveries/851b59233564c3f40cd0ec252e878145fec58ed0.jpg
VerifyValid,2014,New York,"Paul Doyle (CEO), Dean Tribble (CTO), Steve Sprindis (CFO), Patrick Lethert (CMO)",,"John Tomaszewski, Edward P. Gibson JD, Donald R. Hollis, David LaFalce, Kevin Walker, Jim Treleaven, Bill Noakes, Sonya Sigler, Richard Sweeney, J David Quilter, Peter Kuper, Bruce Moulton, Kenneth McHugh, Kevin Han, Ed Niehaus, James Ransome Ph.D, Linda Chamberlain Ph.D, Paul Mudde Ph.D, Scott Brew, Eric Cook, Erik Loehfelm",,"Michigan Bankers Association, Deluxe, IBM",,"<strong>Website: </strong><a href=""http://verifyvalid.com"" target=""_blank"">verifyvalid.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/verifyvalid"" target=""_blank"">@verifyvalid</a><br>
                      <br>
                               <strong> HQ: </strong>Grand Rapids, MI<br>
                               <strong>Founded: </strong>2011 <br>
                               <strong>Product Demoed: </strong>VerifyValid  Mobile Checkbook <br>
                               <strong>Product Launch: </strong>October 2014 <br>
                               <strong>Metrics: </strong>More than 50,000 users  of the system (including payees) and more than $400M in transaction value to  date<strong><br>
Presenter: </strong>Paul Doyle (CEO &amp; Founder)","                    <strong>How they describe themselves: </strong>VerifyValid™ is giving the paper check,  the world’s most-used payment transaction, an online makeover for the 21st  century. VerifyValid eChecks allow users to make check payments to anyone from  anyplace they have access to the Internet. Using an unprecedented secure  platform and patented fraud prevention technology, VerifyValid can lower an  organization’s costs while increasing efficiency, sustainability, and financial  security. VerifyValid is an IBM Business Partner, a member of the SoftLayer  Catalyst Program, and a proud example of the Reinvention of Michigan as it  reinvents the payments industry from its home in Grand Rapids, Michigan. For  more information, visit <a href=""http://verifyvalid.com"" target=""_blank"">verifyvalid.com</a>.                    <p><strong>How they describe their product/innovation:</strong> The VerifyValid Mobile Checkbook is the  first ever general purpose checkbook for the smartphone, allowing users to  write, approve, send, and deposit check payments from their iPhone. Now,  VerifyValid has created a consumer-focused mobile app that replaces transaction  fees with sponsored content. Users are able to send and receive checks at no  charge while advertisers can speak directly to consumers at the moment that  they write or receive a check payment.</p>",http://www.finovate.com/fall14vid/verifyvalid.html,http://www.finovate.com/fall14vid/logos/VerifyValid.jpg,
EverSafe,2014,New York,"Howard L. Tischler (Founder & CEO), Elizabeth Loewy (SVP Industry Relations), Christopher Grover (VP Marketing), Broc Sleek (VP Operations), Chris Federowicz (CTO)","Howard L. Tischler (Founder & CEO, EverSafe & Lead Director, DealerTrack Technologies), Jay Goldberg (Senior MD, Hudson Ventures), Gary Farha (Co-Founder, President & CEO, CustomerFirst Renewables)","Risa Breckman (LCSW), Gary Farha (Co-Founder, President & CEO, CustomerFirst Renewables), Krishna Gopinathan (President & Chief Analytics Officer, Global Analytics & Primary Inventor, Falcon credit card fraud detection system), Brad Keller (SVP, The Santa Fe Group), Vince Passione (Founder & CEO, Lendkey), Kathleen Quinn (Executive Director, National Adult Protective Services Association), Robin Slade (SVP & COO, The Santa Fe Group), Vaughn Swartz (MD & Head of Compliance, TD Securities US)",Business angels with senior management and board positions in the financial services and technology industries,"Yodlee, Intuit, Equifax, TransUnion",,"<strong>Website: </strong><a href=""http://eversafe.com"" target=""_blank"">eversafe.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/EverSafeSeniors"" target=""_blank"">@EverSafeSeniors</a><br>
                      <br>
                               <strong> HQ: </strong> Columbia, MD<br>
                               <strong>Founded: </strong>January 2012 <br>
                               <strong>Product Demoed: </strong>EverSafe <br>
                               <strong>Product Launch: </strong>Spring  2014 (soft launch)<br>
                      <strong>Metrics: </strong>$1.5M raised, 7 employees<br>
                      <strong>Presenters: </strong>Howard Tischler (CEO &amp; Founder),
                      Elizabeth Loewy (SVP Industry Relations &amp; General Counsel)","                    <strong>How they describe themselves: </strong>The financial abuse of older Americans  is a growing epidemic costing seniors billions of dollars annually. EverSafe is  the first technology-based solution to address this challenging problem.  Founded by financial services and credit management industry veteran Howard  Tischler — whose mother was a victim of elder financial abuse — EverSafe scans financial  accounts, credit cards, and credit report activity daily, alerting members of  suspicious activity. A proactive financial defense network, EverSafe protects seniors  against financial abuse.                    <p><strong>How they describe their product/innovation:</strong> EverSafe applies technology to combat  elder financial exploitation. The service reviews the senior’s financial  transactions and credit report activity daily and if suspicious activity is  detected, an alert is sent immediately. EverSafe’s sophisticated software  employs a set of rules developed specifically for seniors to comb every  transaction looking for abnormalities, including unexpected patterns in  spending, deposits, and withdrawals. If suspicious activity is confirmed, the  resolution process begins. EverSafe tracks the remediation plan and sends  follow ups to help curtail further financial exposure.</p>",http://www.finovate.com/fall14vid/eversafe.html,http://www.finovate.com/fall14vid/logos/EverSafe.jpg,
Larky,2014,New York,"Andrew Bank (Co-Founder), Gregg Hammerman (Co-Founder)",,David Fry (Formerly of Fry Multimedia),"Anil Aggarwal (Co-Founder, Money2020), Jonathan Weiner (Co-Founder, Money2020)",Filene Research Institute,"Blue Cross Blue Shield of Michigan, Plante Moran, Detroit Regional Chamber of Commerce, several banks and credit unions yet to be announced","<strong>Website: </strong><a href=""http://larky.com"" target=""_blank"">larky.com</a><br>
                  <strong>Blog: </strong><a href=""http://info.larky.com/blog"" target=""_blank"">info.larky.com/blog</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/getlarky"" target=""_blank"">@getlarky</a><br>
                      <br>
                               <strong> HQ: </strong> Ann Arbor, MI<br>
                               <strong>Founded: </strong>January 2012 <br>
                               <strong>Product Demoed: </strong>Larky <br>
                               <strong>Product Launch: </strong>June 2013 <br>
                               <strong>Metrics: </strong>$2.3M,  12 employees<strong></strong><br>
                               <strong>Presenters: </strong>Andrew Bank (Co-Founder),
                               Gregg Hammerman (Co-Founder)","                    <strong>How they describe themselves: </strong>Larky helps financial institutions boost  loyalty, reduce churn, drive non-fee income, increase wallet share, and support  local businesses. Larky is a unique web+mobile loyalty platform that enables  banks and credit unions to delight users with frequent point-of-sale discounts  at beloved local and national merchants. Our turnkey system sends users  location-based and FI-branded smartphone alerts when they are physically near a  merchant discount. Users save $1,000 or more every year, with no behavioral  changes. Larky helps you deliver significant added value to your audience so  they never again wonder if they should be banking somewhere else. Top of  wallet, top of mind.                    <p><strong>How they  describe their product/innovation:</strong> We are unveiling our new Android app along with our new  white-label mobile and web option.<br>                        </p>",http://www.finovate.com/fall14vid/larky.html,http://www.finovate.com/fall14vid/logos/Larky.jpg,
Settle,2014,New York,"Stas Matviyenko (CEO), Anna Polishchuk (COO), Denis Gulagin (CFO), Victor Ershov (CTO)","Stas Matviyenko (CEO), Anna Polishchuk (COO), Igor Shoifot (US Entrepreneur)",,"Life.SREDA ($1.5M), Imperious Group ($300,000)","PrivatBank, ProbusinessBank, LifePAD","PrivatBank, ProbusinessBank","<strong>Website: </strong><a href=""http://hellosettle.com"" target=""_blank"">hellosettle.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/hellosettle"" target=""_blank"">@hellosettle</a><br>
                      <br>
                               <strong> HQ: </strong> Kyiv,  Ukraine <br>
                               <strong>Founded: </strong>August 2014<br>
                               <strong>Product Demoed: </strong>Settle<br>
                               <strong>Product Launch: </strong>August 2014<br>
                               <strong>Metrics: </strong>$1.8M raised, 15  employees, 50,000 users<br>
                               <strong>Presenters: </strong>Stas Matviyenko (CEO),
                               Anna Polishchuk (COO)","                    <strong>How they describe themselves: </strong>Combining mobile payments  and a loyalty scheme in one app, Settle makes it possible to both order and pay through a smartphone.  It allows clients to make preorders, pay, carry out P2P cash transfers, and get  personalized offers. Merchants receive a Settle tablet and an accompanying app that enables them to accept and  manage orders, view guests’ profiles, and monitor their activity. The back office  system shows detailed analytics and offers tools for communication with  customers. The technology provides significant benefits to merchants including  faster turnarounds, higher tips for servers, and more targeted marketing to  customers based on their paying behaviour. Currently working at restaurants,  online and offline retail, and fuel stations.                    <p><strong>How they describe their product/innovation:</strong> The Settle technology comes in 3  forms: 1) Customer app that allows users to make orders, pay, get loyalty  bonuses and offers from establishments, and carry out P2P transactions, 2) A Settle tablet with an  accompanying app that enables accepting and managing orders, viewing customers’  profiles and offering personalized customer service, 3) A merchant dashboard  with a smart analytics of sales, staff performance, and a rich customer CRM. Settle provides its POS solution  for merchants and can be integrated into merchant’s existing POS system as  well. Settle can offer white label solutions for bank apps and provide small  personal loans.</p>",http://www.finovate.com/fall14vid/settle.html,http://www.finovate.com/fall14vid/logos/Settle.jpg,
Geezeo,2014,New York,"Shawn Ward (CEO), Pete Glyman (President), Bryan Clagett (CMO)",,,,"q2, Symitar, Fiserv, iPay, MEA Enterprises, Jack Henry, CSI, Wescom Resources Group, Payveris and many others","Banks and credit unions, including Regions Bank","<strong>Website: </strong><a href=""http://geezeo.com"" target=""_blank"">geezeo.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/Geezeo"" target=""_blank"">@Geezeo</a><br>
                      <br>
                               <strong> HQ: </strong>Tolland,  CT<br>
                               <strong>Founded: </strong>June 2006<br>
                               <strong>Product Demoed: </strong>TruBusiness - Business  Financial Management <br>
                               <strong>Product Launch: </strong>November  2014<br>
                               <strong>Metrics: </strong>Geezeo, a rapidly  growing, established FinTech firm, is privately held, has 30 employees, and over 300 financial  institutions as clients.<br>
                               <strong>Presenters: </strong>Shawn Ward (CEO),
                               Peter Glyman (President)","                    <strong>How they describe themselves: </strong>Founded in 2006, Geezeo is a leading Personal  Financial Management (PFM) solutions provider for financial institutions. We  help banks and credit unions engage their base, leverage data, reach new market  segments, and increase wallet share though our PFM solution and integrated  Engagement Banking Marketing Platform. Our API takes this a step further, and  allows best-in-class service providers to leverage the features and benefits of  PFM via just about any channel. We're excited to take what we learned from the  consumer PFM market and apply our knowledge in a way that FIs can better  support the needs of small and mid-size businesses.                    <p><strong>How they describe their product/innovation:</strong> Small and middle market  businesses represent critical markets for FIs. TruBusiness is a white label  business financial management tool that helps FIs better engage the market. At  the same time, the tool offers robust online financial management to business  banking clients, offering business customers and FIs predictive insight and  capability beyond the expected.</p>",http://www.finovate.com/fall14vid/geezeo.html,http://www.finovate.com/fall14vid/logos/Geezeo.jpg,
MoneyStream,2014,New York,"Mike Bertrand (CEO), Gillian Verga (VP Product)","Todd McGuire (SVP, First Data Corp)","David Kinser (Angel Investor), Bruno Bowden (Partner, Data Collective), Jim Del Favero (CPO, Personal Capital), Derek Butts (VP, Workday), John Stanton (President, SVG Partners)",,,,"<strong>Website: </strong><a href=""http://moneystream.com"" target=""_blank"">moneystream.com</a><br>
                  <strong>Blog: </strong><a href=""http://moneystream.com/blog"" target=""_blank"">moneystream.com/blog</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/MoneyStreamApp"" target=""_blank"">@MoneyStreamApp</a><br>
                      <br>
                               <strong> HQ: </strong> Los Gatos, CA<br>
                               <strong>Founded: </strong>September 2012<br>
                               <strong>Product Demoed: </strong>MoneyStream<br>
                               <strong>Product Launch: </strong>October 2013<br>
                               <strong>Presenters: </strong>Mike Bertrand (CEO),
                               Gillian Verga (VP Product)","                    <strong>How they describe themselves: </strong>Technology  has made it easier to pay bills but not any easier to manage them. MoneyStream  is a next-generation personal financial assistant that takes the complexity and  drudgery out of day-to-day financial management. Today’s busy, digitally connected,  and on-the-go consumers can easily manage their 25+ biller relationships in user-friendly  language on any device in any location. Our continuous engagement platform  creates an opportunity for partners to leverage a customer base with 2-3x  standard engagement and retention, and a source of rich permission-accessed data  that allows us and partners to provision new offerings to highly targeted  consumers at the point of need.                    <p><strong>How they describe their product/innovation:</strong> MoneyStream  sits in between other financial institutions, consolidators, and aggregators,  using patent pending technology to manage the complex network of money and  creating a direct relationship with the consumer. In addition, MoneyStream’s  smart technology uses learning algorithms to detect and predict a user’s  spending patterns and do a significant part of the user setup for them, just as  a trusted personal financial assistant would do. The free service lets users  view and pay bills, detects upcoming money issues, and provides visibility to a  future cash flow, with little or no effort on the user’s part.</p>",http://www.finovate.com/fall14vid/moneystream.html,http://www.finovate.com/fall14vid/logos/MoneyStream.jpg,
MaxMyInterest,2014,New York,"Gary Zimmerman (Founder & CEO), Richard Wu (Director of Engineering)",,"Jan Rivkin (Strategy Professor, Harvard Business School), Harriet Pearson (Partner, Hogan Lovells & Former Head of Data Privacy and Security, IBM), Dr. Gary McGraw (CTO, Cigital), Andrew Klaber (Investment Analyst, Paulson & Co.), Andrew Hecht (Outside General Counsel)","Max is backed by its founder and sophisticated investors including family offices, a Fortune 500 CEO, and investment professionals from leading hedge funds, real estate and private equity funds.",,"Mass affluent, high net worth, and ultra high net worth individual investors","<strong>Website: </strong><a href=""http://maxmyinterest.com"" target=""_blank"">maxmyinterest.com</a><br>
                  <strong>Blog: </strong><a href=""http://blog.maxmyinterest.com"" target=""_blank"">blog.maxmyinterest.com</a><strong><br>
                  Twitter: </strong><a href=""http://twitter.com/maxmyinterest"" target=""_blank"">@maxmyinterest</a><br>
                      <br>
                               <strong> HQ: </strong>New York, NY<br>
                               <strong>Founded: </strong>July 2013<br>
                               <strong>Product Demoed: </strong>MaxMyInterest<br>
                      <strong>Product Launch: </strong>April 2014<br>
                      <strong>Presenters: </strong>Gary Zimmerman (CEO &amp; Founder),
                      Richard Wu (Director, Engineering)","                    <strong>How they describe themselves: </strong>Six Trees Capital LLC develops technology  that makes the financial system better. Our initial service, MaxMyInterest,  addresses inefficiencies in the $12 trillion market for cash and cash  equivalents by helping investors dynamically allocate their cash in an optimal  manner to maximize returns on cash and FDIC insurance. Max also benefits banks,  brokerage firms, and registered investment advisors by helping them better  serve their clients while promoting customer stickiness and increasing wallet  share.                    <p><strong>How they describe their product/innovation:</strong> MaxMyInterest is a new automated cash  management solution that helps depositors earn more on their cash balances via  their existing checking account and online savings accounts. Max’s  patent-pending technology platform uses proprietary algorithms to help ensure  cash is dynamically allocated to the member’s banks offering the best interest  rates at any given point in time. Max also helps keep cash below the FDIC  limits at each bank. Max includes other powerful cash management tools,  including monthly cash sweep and Intelligent Funds Transfer(SM) technology,  which make managing a portfolio of online bank accounts as simple as “checking”  and “savings.”</p>",http://www.finovate.com/fall14vid/maxmyinterest.html,http://www.finovate.com/fall14vid/logos/MaxMyInterest.jpg,
Linqto,2014,New York,"Bill Sarris (CEO), Vicki Lawrence (COO), Carla Hudson (CFO), Jared Reed (CTO), Erik Thomas (CSA), Dune Thomas (VP Mobile Banking Solutions)",,,Employee owned and funded,,"Intuit, Digital Insight, NCR, Stanford, Santa Clara University, PBS, YouGov, MacNeil Lehrer Productions, Obama for America","<strong>Website: </strong><a href=""http://linqto.com"" target=""_blank"">linqto.com</a><br>
                  <strong>Blog: </strong><a href=""http://blog.linqto.com"" target=""_blank"">blog.linqto.com</a><br>
                      <br>
                               <strong> HQ: </strong>Pebble  Beach, CA <br>
                               <strong>Founded: </strong>January 2010<br>
                               <strong>Product Demoed: </strong>Personal  Banker<br>
                               <strong>Product Launch: </strong>September  2014<strong></strong><br>
                               <strong>Presenters: </strong>Dune Thomas (VP Mobile Banking Solutions),
                               Bill Sarris (CEO)","                    <strong>How they describe themselves: </strong>Linqto is a Silicon Valley software  development company specializing in Enterprise solutions for the banking and  educational verticals.                     <p>Linqto combines its specialized  background in financial applications with a deep experience in streaming  communications technology. Linqto's new omni-channel banking communications  suite, Personal Banker (patent pending), is the latest of the company's  offerings.</p>                    <p>Consumer trust in banks is at record  lows. Linqto Personal Banker delivers the essential face-to-face human  connectivity and relationship-building benefits your remote customers are  missing.</p>                    <p><strong>How they describe their product/innovation:</strong> Linqto Personal Banker introduces real time  face-to-face conversations into banking transactions, connecting live, on-duty  bank representatives with their customers.</p>                    <p>Linqto uses mobile technology to put the  relationship back into personal banking. With live video tellers, your mobile  device becomes your neighborhood branch. The customer experiences personal  service with remote convenience.</p>                    <p>Your bank employees are your most  important asset. Give them the power to build stronger relationships with your  digital customers using Linqto's Personal Banker remote banking solution.</p>",http://www.finovate.com/fall14vid/linqto.html,http://www.finovate.com/fall14vid/logos/Linqto.jpg,
